ID,Origin,core_label,Subcel1,Localization,Type
Zm00001eb147430,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb148400,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb149070,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb149120,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb151130,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb151570,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb151720,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb152840,unknown,Core Gene,nucl,Nucleus,Membrane
Zm00001eb155620,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb156330,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb156370,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb156700,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb157860,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb157960,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb159160,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb159380,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb159750,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb159890,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb160010,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb160020,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb160300,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb160310,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb161690,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb162480,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb162680,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb128260,unknown,Near-Core Gene,cyto,Nucleus,Soluble
Zm00001eb141100,unknown,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb124960,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb156190,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb124940,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb139320,Tandem,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb128470,unknown,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb127560,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb132580,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb155770,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb156720,Both,Core Gene,chlo,Nucleus,Soluble
Zm00001eb134520,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb121060,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb140910,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb147500,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb150840,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb164080,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb133320,unknown,Near-Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb157930,unknown,Near-Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb145520,WGD,Near-Core Gene,mito,Mitochondrion,Soluble
Zm00001eb139890,WGD,Core Gene,mito,Mitochondrion,Soluble
Zm00001eb156500,WGD,Core Gene,mito,Mitochondrion,Soluble
Zm00001eb159930,WGD,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb122150,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb124160,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb127470,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb131820,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb132430,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb136440,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb140670,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb151290,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb151580,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb153740,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb136370,Both,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb126280,Tandem,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb126830,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb129600,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb140660,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb141560,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb150610,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb156350,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb156470,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb157340,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb118910,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb119850,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb120760,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb121090,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb122890,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb123710,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb126940,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb132900,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb134780,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb135860,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb138990,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb140440,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb141480,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb143620,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb147560,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb150880,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb155910,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb160780,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb161520,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb161890,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb162160,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb163020,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb163050,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb161250,unknown,Core Gene,vacu,Lysosome/Vacuole,Membrane
Zm00001eb134700,unknown,Core Gene,plas,Lysosome/Vacuole,Soluble
Zm00001eb161810,WGD,Core Gene,chlo,Lysosome/Vacuole,Soluble
Zm00001eb124260,unknown,Core Gene,chlo,Lysosome/Vacuole,Membrane
Zm00001eb120490,unknown,Dispensable Gene,chlo,Golgi apparatus,Membrane
Zm00001eb119150,unknown,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb157970,unknown,Near-Core Gene,extr,Extracellular,Soluble
Zm00001eb120140,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb139550,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb142290,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb149490,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb158430,unknown,Private Gene,chlo,Extracellular,Soluble
Zm00001eb128620,unknown,Near-Core Gene,chlo,Extracellular,Soluble
Zm00001eb145790,unknown,Near-Core Gene,chlo,Extracellular,Soluble
Zm00001eb147120,unknown,Near-Core Gene,chlo,Extracellular,Soluble
Zm00001eb147140,unknown,Near-Core Gene,chlo,Extracellular,Soluble
Zm00001eb128300,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb129930,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb131730,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb151320,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb154150,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb156810,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb129970,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb131000,WGD,Core Gene,chlo,Extracellular,Membrane
Zm00001eb141500,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb149400,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb118690,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb127350,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb158210,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb158960,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb159100,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb126790,unknown,Core Gene,vacu,Endoplasmic reticulum,Membrane
Zm00001eb125020,unknown,Dispensable Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb154340,unknown,Dispensable Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb127250,unknown,Private Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb123110,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb155600,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb123540,unknown,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb127940,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb130710,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb133190,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb145500,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb123340,Tandem,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb120630,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb121150,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb134600,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb135380,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb136130,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb140790,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb142540,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb150620,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb118970,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb120310,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb122880,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb124370,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb124500,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb125280,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb126560,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb131880,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb133000,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb133050,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb137150,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb137290,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb141460,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb144140,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb150800,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb151550,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb151690,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb151760,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb152050,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb158620,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb159010,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb163140,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb144930,Tandem,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb145960,WGD,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb128020,unknown,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb162780,Tandem,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb145610,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb120450,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb141230,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb153190,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb121810,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb134920,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb147780,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb146780,WGD,Near-Core Gene,cysk,Cytoplasm,Soluble
Zm00001eb151830,unknown,Private Gene,chlo,Cytoplasm,Soluble
Zm00001eb147050,WGD,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb160700,WGD,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb149990,unknown,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb120940,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb134460,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb119800,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb135920,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb148000,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb122350,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb122370,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb125340,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb130190,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb130580,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb141010,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb141290,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb162050,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb162760,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb161720,unknown,Core Gene,vacu,Cell membrane,Membrane
Zm00001eb149650,WGD,Dispensable Gene,plas,Cell membrane,Membrane
Zm00001eb134090,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb154460,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb155840,unknown,Dispensable Gene,nucl,Cell membrane,Membrane
Zm00001eb124060,WGD,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb160590,WGD,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb161620,WGD,Near-Core Gene,extr,Cell membrane,Membrane
Zm00001eb142340,WGD,Core Gene,extr,Cell membrane,Membrane
Zm00001eb120060,WGD,Near-Core Gene,chlo,Cell membrane,Membrane
Zm00001eb146930,unknown,Near-Core Gene,chlo,Cell membrane,Membrane
Zm00001eb119400,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb120980,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb121560,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb122360,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb123200,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb134130,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb134620,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb135320,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb136910,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb140380,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb152830,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb074380,unknown,Core Gene,plas,Plastid,Membrane
Zm00001eb086620,unknown,Dispensable Gene,nucl,Plastid,Soluble
Zm00001eb111780,unknown,Core Gene,nucl,Plastid,Soluble
Zm00001eb085180,unknown,Near-Core Gene,chlo,Plastid,Soluble
Zm00001eb086060,unknown,Near-Core Gene,chlo,Plastid,Soluble
Zm00001eb113090,unknown,Near-Core Gene,chlo,Plastid,Soluble
Zm00001eb071630,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb081410,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb084380,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb088150,unknown,Dispensable Gene,chlo,Plastid,Membrane
Zm00001eb089940,unknown,Dispensable Gene,chlo,Plastid,Membrane
Zm00001eb091520,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb096640,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb108740,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb109170,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb118440,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb081610,Both,Core Gene,chlo,Plastid,Soluble
Zm00001eb066060,Tandem,Core Gene,chlo,Plastid,Membrane
Zm00001eb079430,Tandem,Core Gene,chlo,Plastid,Soluble
Zm00001eb099260,Tandem,Core Gene,chlo,Plastid,Membrane
Zm00001eb111120,Tandem,Core Gene,chlo,Plastid,Soluble
Zm00001eb111150,Tandem,Core Gene,chlo,Plastid,Soluble
Zm00001eb117670,Tandem,Core Gene,chlo,Plastid,Soluble
Zm00001eb066320,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb066480,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb067150,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb068110,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb068270,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb068760,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb070200,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb071140,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb076170,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb080510,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb081140,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb081290,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb082750,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb083950,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb092540,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb093160,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb101660,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb102770,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb103580,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb103800,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb104110,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb104430,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb105200,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb105800,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb106140,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb106240,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb107210,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb108920,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb109620,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb110100,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb117480,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb066000,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb066530,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb066910,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb066920,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb067170,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb067210,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb067720,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb070920,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb071800,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb072030,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb072370,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb073300,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb073490,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb074370,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb074610,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb075740,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb075910,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb076950,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb078480,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb080470,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb081280,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb081630,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb084350,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb084520,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb085510,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb086140,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb086560,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb087110,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb090990,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb091350,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb094310,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb094750,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb096090,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb096870,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb097690,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb098970,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb098980,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb099580,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb099610,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb100140,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb100710,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb101440,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb103020,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb103260,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb104710,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb107080,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb107660,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb107750,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb108550,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb108580,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb108910,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb109550,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb110780,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb110810,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb114610,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb114700,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb114860,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb116480,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb117220,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb111400,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb082080,unknown,Core Gene,cysk,Peroxisome,Soluble
Zm00001eb089930,unknown,Dispensable Gene,chlo,Peroxisome,Soluble
Zm00001eb105630,Both,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb102900,WGD,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb066310,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb077990,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb095790,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb102080,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb111340,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb113190,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb066730,unknown,Private Gene,nucl,Nucleus,Soluble
Zm00001eb117330,unknown,Private Gene,nucl,Nucleus,Soluble
Zm00001eb104830,WGD,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb092060,unknown,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb094230,unknown,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb067760,Tandem,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb089250,WGD,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb089580,WGD,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb089620,WGD,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb071810,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb078540,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb079550,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb079580,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb080450,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb080750,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb082990,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb083130,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb084650,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb084780,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb087970,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb088970,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb089260,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb091340,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb092520,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb093020,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb095720,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb096840,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb097910,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb101540,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb107140,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb107440,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb109070,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb112790,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb108490,Both,Core Gene,nucl,Nucleus,Soluble
Zm00001eb117830,Both,Core Gene,nucl,Nucleus,Soluble
Zm00001eb066110,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb078620,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb079520,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb081010,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb086280,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb095640,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb098550,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb108010,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb115530,Tandem,Core Gene,nucl,Nucleus,Soluble
